"date","value"
"2002-05-15","89.08"
"2002-05-16","89.22"
"2002-05-17","90.87"
"2002-05-20","91.74"
"2002-05-21","91.35"
"2002-05-22","91.94"
"2002-05-23","91.56"
"2002-05-24","91.73"
"2002-05-27","92.04"
"2002-05-28","92.27"
"2002-05-29","91.93"
"2002-05-31","92.32"
"2002-06-03","92.15"
"2002-06-04","93.15"
"2002-06-05","92.31"
"2002-06-06","92.18"
"2002-06-07","92.21"
"2002-06-10","91.46"
"2002-06-11","91.39"
"2002-06-12","91.45"
"2002-06-13","91.47"
"2002-06-14","91.33"
"2002-06-17","89.75"
"2002-06-18","89.95"
"2002-06-19","89.47"
"2002-06-20","88.42"
"2002-06-21","88.45"
"2002-06-24","89.09"
"2002-06-25","87.41"
"2002-06-26","86.65"
"2002-06-27","85.18"
"2002-06-28","85.71"
"2002-07-01","84.39"
"2002-07-02","84.4"
"2002-07-03","83.08"
"2002-07-04","83.13"
"2002-07-05","82.64"
"2002-07-08","83.75"
"2002-07-09","83.82"
"2002-07-10","84.29"
"2002-07-11","83.17"
"2002-07-12","81.86"
"2002-07-15","81.81"
"2002-07-16","81.26"
"2002-07-17","81.52"
"2002-07-18","83.01"
"2002-07-19","81.53"
"2002-07-22","80.11"
"2002-07-23","78.38"
"2002-07-24","79.16"
"2002-07-25","77.1"
"2002-07-26","76.29"
"2002-07-29","77.67"
"2002-07-30","77.4"
"2002-07-31","77.55"
"2002-08-01","78.04"
"2002-08-02","78.86"
"2002-08-05","78.61"
"2002-08-06","77.93"
"2002-08-07","77.94"
"2002-08-08","77.09"
"2002-08-09","77.12"
"2002-08-12","77.13"
"2002-08-13","76.84"
"2002-08-14","78.69"
"2002-08-16","78.12"
"2002-08-19","78.22"
"2002-08-20","78.33"
"2002-08-21","77.73"
"2002-08-22","79.96"
"2002-08-23","80.01"
"2002-08-26","80.31"
"2002-08-27","80.76"
"2002-08-28","82.11"
"2002-08-29","80.94"
"2002-08-30","80.13"
"2002-09-02","80.6"
"2002-09-03","80.54"
"2002-09-04","79.07"
"2002-09-05","78.6"
"2002-09-06","78.29"
"2002-09-09","79.1"
"2002-09-10","79.41"
"2002-09-11","80.33"
"2002-09-12","80.89"
"2002-09-13","80"
"2002-09-16","79.63"
"2002-09-17","80.17"
"2002-09-18","80.35"
"2002-09-19","79.56"
"2002-09-20","79.57"
"2002-09-23","80.25"
"2002-09-24","80.02"
"2002-09-25","79.03"
"2002-09-26","79.84"
"2002-09-27","79.63"
"2002-09-30","79.4"
"2002-10-01","78.67"
"2002-10-02","78.44"
"2002-10-03","78.5"
"2002-10-04","78.83"
"2002-10-07","78.79"
"2002-10-08","78.2"
"2002-10-09","78.31"
"2002-10-10","78.26"
"2002-10-11","78.89"
"2002-10-14","79.81"
"2002-10-15","80.18"
"2002-10-16","81.35"
"2002-10-17","80.94"
"2002-10-18","80.98"
"2002-10-21","82.02"
"2002-10-22","81.98"
"2002-10-23","82.41"
"2002-10-24","82.21"
"2002-10-25","82.2"
"2002-10-28","82.03"
"2002-10-29","83.47"
"2002-10-30","83.58"
"2002-10-31","83.45"
"2002-11-04","83.74"
"2002-11-05","83.94"
"2002-11-06","83.23"
"2002-11-07","82.49"
"2002-11-08","82.27"
"2002-11-12","82.32"
"2002-11-13","82.6"
"2002-11-14","82.43"
"2002-11-15","82.81"
"2002-11-18","82.29"
"2002-11-19","82.58"
"2002-11-20","82.93"
"2002-11-21","83.08"
"2002-11-22","84.71"
"2002-11-25","84.94"
"2002-11-26","86.22"
"2002-11-27","85.75"
"2002-11-28","86.08"
"2002-11-29","86"
"2002-12-02","85.58"
"2002-12-03","87.25"
"2002-12-04","87.18"
"2002-12-05","86.15"
"2002-12-06","86.55"
"2002-12-09","85.63"
"2002-12-10","85.77"
"2002-12-11","84.56"
"2002-12-12","84.14"
"2002-12-13","84.7"
"2002-12-16","84.73"
"2002-12-17","84.94"
"2002-12-18","84.67"
"2002-12-19","83.22"
"2002-12-20","83.2"
"2002-12-23","83.13"
"2002-12-27","83.92"
"2002-12-30","84.73"
"2002-12-31","84.83"
"2003-01-02","84.62"
"2003-01-03","84.6"
"2003-01-06","86.37"
"2003-01-07","86.51"
"2003-01-08","86.87"
"2003-01-09","86.14"
"2003-01-10","86.24"
"2003-01-13","86.34"
"2003-01-14","88.17"
"2003-01-15","87.62"
"2003-01-16","87.66"
"2003-01-17","86.54"
"2003-01-20","85.8"
"2003-01-21","85.69"
"2003-01-22","84.99"
"2003-01-23","84.15"
"2003-01-24","85.09"
"2003-01-27","83.97"
"2003-01-28","82.93"
"2003-01-29","83.05"
"2003-01-30","83.44"
"2003-01-31","82.95"
"2003-02-03","83.37"
"2003-02-04","84.37"
"2003-02-05","83.29"
"2003-02-06","83.27"
"2003-02-07","82.51"
"2003-02-10","82.82"
"2003-02-11","83.16"
"2003-02-12","83.4"
"2003-02-13","82.87"
"2003-02-14","83.23"
"2003-02-17","83.09"
"2003-02-18","83.62"
"2003-02-19","83.15"
"2003-02-20","82.54"
"2003-02-21","83.34"
"2003-02-24","82.98"
"2003-02-25","82.4"
"2003-02-26","81.33"
"2003-02-27","81.4"
"2003-02-28","81.64"
"2003-03-03","81.89"
"2003-03-04","81.49"
"2003-03-05","80.39"
"2003-03-06","80.17"
"2003-03-07","80.03"
"2003-03-10","80.46"
"2003-03-11","82.21"
"2003-03-12","81.71"
"2003-03-13","81.6"
"2003-03-14","82.52"
"2003-03-17","82.13"
"2003-03-18","81.05"
"2003-03-19","81.94"
"2003-03-20","81.84"
"2003-03-21","81.95"
"2003-03-24","83.14"
"2003-03-25","82.91"
"2003-03-26","82.68"
"2003-03-27","82.7"
"2003-03-28","82.22"
"2003-03-31","82.09"
"2003-04-01","80.97"
"2003-04-02","80.95"
"2003-04-03","81.66"
"2003-04-04","82.7"
"2003-04-07","82.9"
"2003-04-08","84.19"
"2003-04-09","83.79"
"2003-04-10","83.81"
"2003-04-11","82.95"
"2003-04-14","82.86"
"2003-04-15","81.77"
"2003-04-16","81.88"
"2003-04-17","81.46"
"2003-04-22","82.2"
"2003-04-23","82.52"
"2003-04-24","83.05"
"2003-04-25","82.4"
"2003-04-28","82.51"
"2003-04-29","82.97"
"2003-04-30","83.15"
"2003-05-02","82.97"
"2003-05-05","83.76"
"2003-05-06","84.37"
"2003-05-07","84.6"
"2003-05-08","84.21"
"2003-05-09","84.67"
"2003-05-12","85.2"
"2003-05-13","85.1"
"2003-05-14","84.9"
"2003-05-15","86.32"
"2003-05-16","85.93"
"2003-05-19","85.6"
"2003-05-20","85.01"
"2003-05-21","84.77"
"2003-05-22","85.39"
"2003-05-23","85.74"
"2003-05-26","85.92"
"2003-05-27","85.91"
"2003-05-28","85.45"
"2003-05-29","85.95"
"2003-05-30","86.26"
"2003-06-02","86.77"
"2003-06-03","86.69"
"2003-06-04","87.02"
"2003-06-05","87.63"
"2003-06-06","87.7"
"2003-06-09","87.99"
"2003-06-10","87.51"
"2003-06-11","86.87"
"2003-06-12","87"
"2003-06-13","87.74"
"2003-06-16","87.63"
"2003-06-17","87.77"
"2003-06-18","88.27"
"2003-06-20","89.13"
"2003-06-23","89.39"
"2003-06-24","89.1"
"2003-06-25","88.44"
"2003-06-26","89.11"
"2003-06-27","89.34"
"2003-06-30","89.1"
"2003-07-01","89.13"
"2003-07-02","88.21"
"2003-07-03","88.87"
"2003-07-04","89.2"
"2003-07-07","90.44"
"2003-07-08","92.74"
"2003-07-09","92.28"
"2003-07-10","93.14"
"2003-07-11","93.6"
"2003-07-14","93.9"
"2003-07-15","95.38"
"2003-07-16","95.13"
"2003-07-17","94.96"
"2003-07-18","95.12"
"2003-07-21","96.03"
"2003-07-22","96.34"
"2003-07-23","95.45"
"2003-07-24","94.46"
"2003-07-25","94.94"
"2003-07-28","95.3"
"2003-07-29","96.87"
"2003-07-30","97.22"
"2003-07-31","96.68"
"2003-08-01","97.03"
"2003-08-04","96.95"
"2003-08-05","96.09"
"2003-08-06","96.26"
"2003-08-07","96.14"
"2003-08-08","98.03"
"2003-08-11","97.73"
"2003-08-12","98.58"
"2003-08-13","99.73"
"2003-08-14","99.5"
"2003-08-18","100.8"
"2003-08-19","101.16"
"2003-08-20","100.91"
"2003-08-21","100.58"
"2003-08-22","102.28"
"2003-08-25","104.74"
"2003-08-26","104.84"
"2003-08-27","106.32"
"2003-08-28","106.33"
"2003-08-29","105.8"
"2003-09-01","107.53"
"2003-09-02","109.85"
"2003-09-03","109.8"
"2003-09-04","108.95"
"2003-09-05","107.49"
"2003-09-08","105.69"
"2003-09-09","105.59"
"2003-09-10","104.32"
"2003-09-11","102.52"
"2003-09-12","103.02"
"2003-09-15","101.8"
"2003-09-16","101.59"
"2003-09-17","103.64"
"2003-09-18","103.4"
"2003-09-19","103.4"
"2003-09-22","103.57"
"2003-09-23","101.43"
"2003-09-24","101.84"
"2003-09-25","102.03"
"2003-09-26","101.93"
"2003-09-29","102.55"
"2003-09-30","102.01"
"2003-10-01","99.99"
"2003-10-02","100.1"
"2003-10-03","101.57"
"2003-10-06","102.6"
"2003-10-07","105.74"
"2003-10-08","105.52"
"2003-10-09","106.84"
"2003-10-10","107.73"
"2003-10-13","107.75"
"2003-10-14","107.4"
"2003-10-15","109.15"
"2003-10-16","110.04"
"2003-10-17","108.48"
"2003-10-20","107.6"
"2003-10-21","107.06"
"2003-10-22","105.54"
"2003-10-23","104.17"
"2003-10-24","104.21"
"2003-10-27","103.77"
"2003-10-28","102.77"
"2003-10-29","105.42"
"2003-10-30","105.23"
"2003-10-31","107.16"
"2003-11-03","106.89"
"2003-11-04","107.32"
"2003-11-05","106.05"
"2003-11-06","105.87"
"2003-11-07","107.03"
"2003-11-10","106.87"
"2003-11-12","107.23"
"2003-11-13","106.03"
"2003-11-14","106.02"
"2003-11-17","106.17"
"2003-11-18","104.05"
"2003-11-19","103.25"
"2003-11-20","101.97"
"2003-11-21","100.12"
"2003-11-24","101.4"
"2003-11-25","102.19"
"2003-11-26","100.95"
"2003-11-27","101.24"
"2003-11-28","102.03"
"2003-12-01","101.99"
"2003-12-02","104.6"
"2003-12-03","104.9"
"2003-12-04","104.88"
"2003-12-05","103.9"
"2003-12-08","103.75"
"2003-12-09","105.73"
"2003-12-10","106.96"
"2003-12-11","106.61"
"2003-12-12","107.41"
"2003-12-15","108.78"
"2003-12-16","108.75"
"2003-12-17","108.75"
"2003-12-18","108.12"
"2003-12-19","108.68"
"2003-12-22","108.52"
"2003-12-23","108.7"
"2003-12-29","109.61"
"2003-12-30","109.59"
"2003-12-31","109.66"
"2004-01-02","109.44"
"2004-01-05","111.41"
"2004-01-06","114.55"
"2004-01-07","114.2"
"2004-01-08","113.89"
"2004-01-09","113.68"
"2004-01-12","113.3"
"2004-01-13","114.02"
"2004-01-14","115.14"
"2004-01-15","113.65"
"2004-01-16","114.23"
"2004-01-19","113.65"
"2004-01-20","114.02"
"2004-01-21","114.43"
"2004-01-22","113.71"
"2004-01-23","114.79"
"2004-01-26","115.06"
"2004-01-27","115.15"
"2004-01-28","115.03"
"2004-01-29","112.33"
"2004-01-30","111.83"
"2004-02-02","112.75"
"2004-02-03","113.84"
"2004-02-04","113.22"
"2004-02-05","113.63"
"2004-02-06","113.94"
"2004-02-09","115.07"
"2004-02-10","117.22"
"2004-02-11","118.32"
"2004-02-12","117.71"
"2004-02-13","118.29"
"2004-02-16","118"
"2004-02-17","118.87"
"2004-02-18","119.16"
"2004-02-19","119.12"
"2004-02-20","117.62"
"2004-02-23","118.1"
"2004-02-24","116.96"
"2004-02-25","114.81"
"2004-02-26","115.06"
"2004-02-27","115.49"
"2004-03-01","117.74"
"2004-03-02","119.82"
"2004-03-03","119.7"
"2004-03-04","119.17"
"2004-03-05","118.9"
"2004-03-08","119.69"
"2004-03-09","121.27"
"2004-03-10","119.31"
"2004-03-11","119.52"
"2004-03-12","117.67"
"2004-03-15","118.05"
"2004-03-16","116.82"
"2004-03-17","117.64"
"2004-03-18","118.38"
"2004-03-19","117.36"
"2004-03-22","116.62"
"2004-03-23","116.41"
"2004-03-24","117.35"
"2004-03-25","117.38"
"2004-03-26","118.22"
"2004-03-29","118.29"
"2004-03-30","118.92"
"2004-03-31","119.5"
"2004-04-01","118.85"
"2004-04-02","118.92"
"2004-04-05","120.95"
"2004-04-06","121.45"
"2004-04-07","121.52"
"2004-04-08","122.39"
"2004-04-13","123.06"
"2004-04-14","125.49"
"2004-04-15","125.28"
"2004-04-16","127.52"
"2004-04-19","126.78"
"2004-04-20","127.87"
"2004-04-21","128.79"
"2004-04-22","129.76"
"2004-04-23","127.41"
"2004-04-26","128.39"
"2004-04-27","128.49"
"2004-04-28","128.58"
"2004-04-29","128.38"
"2004-04-30","126.38"
"2004-05-04","126.9"
"2004-05-05","127.52"
"2004-05-06","126.59"
"2004-05-07","126.03"
"2004-05-10","125.12"
"2004-05-11","122.8"
"2004-05-12","121.6"
"2004-05-13","122.7"
"2004-05-14","121.2"
"2004-05-17","121.84"
"2004-05-18","122.29"
"2004-05-19","123.36"
"2004-05-20","124.73"
"2004-05-21","124.81"
"2004-05-24","124.71"
"2004-05-25","124.36"
"2004-05-26","122.7"
"2004-05-27","124.53"
"2004-05-28","125.34"
"2004-05-31","125.95"
"2004-06-01","126.23"
"2004-06-02","125.67"
"2004-06-03","126.82"
"2004-06-04","126.49"
"2004-06-07","125.9"
"2004-06-08","126.73"
"2004-06-09","126.64"
"2004-06-11","125.42"
"2004-06-14","125.71"
"2004-06-15","124.21"
"2004-06-16","124.64"
"2004-06-17","124.43"
"2004-06-18","123.65"
"2004-06-21","123.77"
"2004-06-22","125.69"
"2004-06-23","125.53"
"2004-06-24","126.44"
"2004-06-25","126.71"
"2004-06-28","127.47"
"2004-06-29","128.06"
"2004-06-30","128.19"
"2004-07-01","127.85"
"2004-07-02","127.53"
"2004-07-05","127.14"
"2004-07-06","127.3"
"2004-07-07","126.67"
"2004-07-08","127.1"
"2004-07-09","127.64"
"2004-07-12","127.67"
"2004-07-13","127.34"
"2004-07-14","126.48"
"2004-07-15","125.78"
"2004-07-16","125.18"
"2004-07-19","126.54"
"2004-07-20","127.02"
"2004-07-21","127.37"
"2004-07-22","128.52"
"2004-07-23","127.56"
"2004-07-26","127.69"
"2004-07-27","127.78"
"2004-07-28","127.48"
"2004-07-29","126.63"
"2004-07-30","126.73"
"2004-08-02","126.8"
"2004-08-03","126.84"
"2004-08-04","127.56"
"2004-08-05","127.8"
"2004-08-06","128.41"
"2004-08-09","127.14"
"2004-08-10","126.31"
"2004-08-11","126.5"
"2004-08-12","124.81"
"2004-08-13","125.45"
"2004-08-16","125.5"
"2004-08-17","125.5"
"2004-08-18","126.47"
"2004-08-19","126.95"
"2004-08-20","127.08"
"2004-08-23","127.63"
"2004-08-24","127.89"
"2004-08-25","129.21"
"2004-08-26","128.1"
"2004-08-27","128.11"
"2004-08-30","129.05"
"2004-08-31","128.81"
"2004-09-01","129.07"
"2004-09-02","129.39"
"2004-09-03","129.85"
"2004-09-06","129.93"
"2004-09-07","130.44"
"2004-09-08","131.81"
"2004-09-09","131.99"
"2004-09-10","131.57"
"2004-09-13","132.24"
"2004-09-14","132.89"
"2004-09-15","132.89"
"2004-09-16","133.08"
"2004-09-17","133.07"
"2004-09-20","133.53"
"2004-09-21","133.43"
"2004-09-22","133.29"
"2004-09-23","132.93"
"2004-09-24","132.55"
"2004-09-27","131.75"
"2004-09-28","132.87"
"2004-09-29","133.76"
"2004-09-30","133.88"
"2004-10-01","134.05"
"2004-10-04","134.29"
"2004-10-05","136.06"
"2004-10-06","136.3"
"2004-10-07","136.52"
"2004-10-08","136.41"
"2004-10-11","135.32"
"2004-10-12","135.58"
"2004-10-13","133.52"
"2004-10-14","133.85"
"2004-10-15","133"
"2004-10-18","133.52"
"2004-10-19","132.93"
"2004-10-20","134.29"
"2004-10-21","133.69"
"2004-10-22","133.83"
"2004-10-25","133.81"
"2004-10-26","132.7"
"2004-10-27","133.04"
"2004-10-28","133.45"
"2004-10-29","133.58"
"2004-11-02","135.2"
"2004-11-03","136.18"
"2004-11-04","135.31"
"2004-11-05","135.15"
"2004-11-08","134.33"
"2004-11-09","133.64"
"2004-11-10","135.28"
"2004-11-12","135.84"
"2004-11-15","136.6"
"2004-11-16","136.24"
"2004-11-17","135.79"
"2004-11-18","136.16"
"2004-11-19","136.33"
"2004-11-22","136.23"
"2004-11-23","135.6"
"2004-11-24","134.65"
"2004-11-25","134.58"
"2004-11-26","135.72"
"2004-11-29","136.14"
"2004-11-30","136.26"
"2004-12-01","136.65"
"2004-12-02","137.66"
"2004-12-03","139.92"
"2004-12-06","139.62"
"2004-12-07","139.2"
"2004-12-08","139.9"
"2004-12-09","139.2"
"2004-12-10","138.16"
"2004-12-13","137.98"
"2004-12-14","138.31"
"2004-12-15","138.1"
"2004-12-16","138.78"
"2004-12-17","140.22"
"2004-12-20","140.44"
"2004-12-21","141.64"
"2004-12-22","140.95"
"2004-12-23","140.33"
"2004-12-24","140.11"
"2004-12-27","140.57"
"2004-12-28","141.03"
"2004-12-29","140.55"
"2004-12-30","142.26"
"2004-12-31","142.68"
"2005-01-03","143.49"
"2005-01-04","141.7"
"2005-01-05","140.38"
"2005-01-06","139.56"
"2005-01-07","139.42"
"2005-01-10","138.89"
"2005-01-11","138.61"
"2005-01-12","138.78"
"2005-01-13","139.42"
"2005-01-14","138.82"
"2005-01-17","138.82"
"2005-01-18","138.35"
"2005-01-19","136.66"
"2005-01-20","136.46"
"2005-01-21","136.15"
"2005-01-24","135.5"
"2005-01-25","136.97"
"2005-01-26","137.21"
"2005-01-27","138.3"
"2005-01-28","139.04"
"2005-01-31","139.83"
"2005-02-01","140.68"
"2005-02-02","140.65"
"2005-02-03","140.76"
"2005-02-04","141.2"
"2005-02-07","142.14"
"2005-02-08","142.62"
"2005-02-09","142.36"
"2005-02-10","142.56"
"2005-02-11","142.85"
"2005-02-14","142.71"
"2005-02-15","142.69"
"2005-02-16","145.38"
"2005-02-17","146.76"
"2005-02-18","147.8"
"2005-02-21","146.93"
"2005-02-22","146.54"
"2005-02-23","145.83"
"2005-02-24","146.54"
"2005-02-25","148.58"
"2005-02-28","149.04"
"2005-03-01","147.03"
"2005-03-02","145.87"
"2005-03-03","144.89"
"2005-03-04","145.51"
"2005-03-07","146.37"
"2005-03-08","145.83"
"2005-03-09","147.81"
"2005-03-10","146.42"
"2005-03-11","145.04"
"2005-03-14","143.61"
"2005-03-15","143.67"
"2005-03-16","142.14"
"2005-03-17","141.61"
"2005-03-18","141.75"
"2005-03-21","141.22"
"2005-03-22","140.49"
"2005-03-23","140.46"
"2005-03-24","141.79"
"2005-03-29","140.8"
"2005-03-30","141.55"
"2005-03-31","142.56"
"2005-04-01","142.9"
"2005-04-04","141.66"
"2005-04-05","142.58"
"2005-04-06","142.81"
"2005-04-07","142.58"
"2005-04-11","141.76"
"2005-04-12","141.97"
"2005-04-13","142.39"
"2005-04-14","140.63"
"2005-04-15","139.92"
"2005-04-18","138.73"
"2005-04-19","138.54"
"2005-04-20","138.61"
"2005-04-21","138.08"
"2005-04-22","139.06"
"2005-04-25","138.92"
"2005-04-26","138.05"
"2005-04-27","136.11"
"2005-04-28","135.96"
"2005-04-29","136.07"
"2005-05-02","135.53"
"2005-05-04","135.8"
"2005-05-05","136.16"
"2005-05-06","135.08"
"2005-05-09","135.43"
"2005-05-10","134.41"
"2005-05-11","134.05"
"2005-05-12","135.14"
"2005-05-13","134.55"
"2005-05-16","134.28"
"2005-05-17","134.18"
"2005-05-18","135.1"
"2005-05-19","136.51"
"2005-05-20","137.46"
"2005-05-23","137.26"
"2005-05-24","136.68"
"2005-05-25","137.07"
"2005-05-27","138.63"
"2005-05-30","139.13"
"2005-05-31","138.81"
"2005-06-01","138.2"
"2005-06-02","138.58"
"2005-06-03","139.02"
"2005-06-06","139.85"
"2005-06-07","140.45"
"2005-06-08","140.88"
"2005-06-09","140.78"
"2005-06-10","141.81"
"2005-06-13","142"
"2005-06-14","141.56"
"2005-06-15","141.34"
"2005-06-16","142.66"
"2005-06-17","143.02"
"2005-06-20","143.54"
"2005-06-21","143.13"
"2005-06-22","144.72"
"2005-06-23","144.78"
"2005-06-24","143.77"
"2005-06-27","142.36"
"2005-06-28","143.14"
"2005-06-29","143.57"
"2005-06-30","143.4"
"2005-07-01","144.09"
"2005-07-04","145.89"
"2005-07-05","146.18"
"2005-07-06","145.74"
"2005-07-07","143.97"
"2005-07-08","145.7"
"2005-07-11","145.96"
"2005-07-12","146.21"
"2005-07-13","147.27"
"2005-07-14","147.7"
"2005-07-15","147.63"
"2005-07-18","147.28"
"2005-07-19","146.15"
"2005-07-20","147.01"
"2005-07-21","146.36"
"2005-07-22","145.03"
"2005-07-25","145.86"
"2005-07-26","147.4"
"2005-07-27","147.76"
"2005-07-28","149.33"
"2005-07-29","151.25"
"2005-08-01","151.29"
"2005-08-02","153.21"
"2005-08-03","152.32"
"2005-08-04","150.95"
"2005-08-05","152.43"
"2005-08-08","152.63"
"2005-08-09","153"
"2005-08-10","153.73"
"2005-08-11","152.51"
"2005-08-12","151.51"
"2005-08-16","152.34"
"2005-08-17","151.57"
"2005-08-18","150.15"
"2005-08-19","149.71"
"2005-08-22","150.94"
"2005-08-23","150.21"
"2005-08-24","151.08"
"2005-08-25","149.97"
"2005-08-26","150.59"
"2005-08-29","151.27"
"2005-08-30","152.94"
"2005-08-31","152.99"
"2005-09-01","155"
"2005-09-02","155.31"
"2005-09-05","155.47"
"2005-09-06","155.27"
"2005-09-07","155.63"
"2005-09-08","155.32"
"2005-09-09","156.67"
"2005-09-12","157.34"
"2005-09-13","158.73"
"2005-09-14","157.42"
"2005-09-15","159.14"
"2005-09-16","161.94"
"2005-09-19","162.79"
"2005-09-20","163.64"
"2005-09-21","163.21"
"2005-09-22","163.66"
"2005-09-23","162.51"
"2005-09-26","161.62"
"2005-09-27","164.89"
"2005-09-28","164.68"
"2005-09-29","164.4"
"2005-09-30","164.67"
"2005-10-03","166.11"
"2005-10-04","168.29"
"2005-10-05","166.07"
"2005-10-06","162.89"
"2005-10-07","161.25"
"2005-10-10","161.61"
"2005-10-11","162.51"
"2005-10-12","162.16"
"2005-10-13","159.02"
"2005-10-14","156.98"
"2005-10-17","158.58"
"2005-10-18","158.54"
"2005-10-19","155.79"
"2005-10-20","156.55"
"2005-10-21","157.17"
"2005-10-24","158.01"
"2005-10-25","157.95"
"2005-10-26","159.3"
"2005-10-27","155.47"
"2005-10-28","155"
"2005-10-31","158.5"
"2005-11-02","160.05"
"2005-11-03","162.36"
"2005-11-04","163.36"
"2005-11-07","162.96"
"2005-11-08","162.57"
"2005-11-09","162.7"
"2005-11-10","162.77"
"2005-11-14","163.98"
"2005-11-15","163.41"
"2005-11-16","162.95"
"2005-11-17","165.62"
"2005-11-18","167.07"
"2005-11-21","166.38"
"2005-11-22","165.35"
"2005-11-23","165.27"
"2005-11-24","165.47"
"2005-11-25","165.27"
"2005-11-28","167.23"
"2005-11-29","166.35"
"2005-11-30","168"
"2005-12-01","168.89"
"2005-12-02","169.57"
"2005-12-05","171"
"2005-12-06","169.92"
"2005-12-07","170.37"
"2005-12-08","170.82"
"2005-12-09","170.49"
"2005-12-12","171.4"
"2005-12-13","171.53"
"2005-12-14","171.61"
"2005-12-15","174.02"
"2005-12-16","172.56"
"2005-12-19","173.5"
"2005-12-20","175.58"
"2005-12-21","175.51"
"2005-12-22","175.81"
"2005-12-23","176.58"
"2005-12-27","177.33"
"2005-12-28","177.43"
"2005-12-29","177.96"
"2005-12-30","176.66"
"2006-01-02","176.58"
"2006-01-03","181.84"
"2006-01-04","185.16"
"2006-01-05","186"
"2006-01-06","186.21"
"2006-01-09","190.53"
"2006-01-10","185.71"
"2006-01-11","188.39"
"2006-01-12","187.8"
"2006-01-13","186.05"
"2006-01-16","186.69"
"2006-01-17","188.45"
"2006-01-18","186.46"
"2006-01-19","191.33"
"2006-01-20","193.04"
"2006-01-23","191.94"
"2006-01-24","194.26"
"2006-01-25","195.53"
"2006-01-26","194.65"
"2006-01-27","193.89"
"2006-01-30","193.3"
"2006-01-31","191.24"
"2006-02-01","188.03"
"2006-02-02","189.1"
"2006-02-03","184.92"
"2006-02-06","186.85"
"2006-02-07","187.33"
"2006-02-08","188.3"
"2006-02-09","190.3"
"2006-02-10","188.71"
"2006-02-13","187.96"
"2006-02-14","187.66"
"2006-02-15","188.38"
"2006-02-16","188.17"
"2006-02-17","188.12"
"2006-02-20","192.68"
"2006-02-21","194.82"
"2006-02-22","194.27"
"2006-02-23","194.44"
"2006-02-24","194.84"
"2006-02-27","197.15"
"2006-02-28","196.08"
"2006-03-01","192.81"
"2006-03-02","194.69"
"2006-03-03","193.16"
"2006-03-06","194.1"
"2006-03-07","190.24"
"2006-03-08","189.31"
"2006-03-09","189.19"
"2006-03-10","187.81"
"2006-03-13","188.72"
"2006-03-14","187.77"
"2006-03-15","190.22"
"2006-03-16","191.71"
"2006-03-17","195.08"
"2006-03-20","194.87"
"2006-03-21","193.18"
"2006-03-22","191.83"
"2006-03-23","193.94"
"2006-03-24","196.06"
"2006-03-27","196.71"
"2006-03-28","196.62"
"2006-03-29","194.18"
"2006-03-30","197.97"
"2006-03-31","198.37"
"2006-04-03","199.68"
"2006-04-04","200.62"
"2006-04-05","202.97"
"2006-04-06","202.84"
"2006-04-07","206.21"
"2006-04-10","205.91"
"2006-04-11","205.05"
"2006-04-12","205.22"
"2006-04-13","208.46"
"2006-04-18","211.26"
"2006-04-19","211.89"
"2006-04-20","212.32"
"2006-04-21","215.76"
"2006-04-24","219.9"
"2006-04-25","218.13"
"2006-04-26","219.11"
"2006-04-27","219.39"
"2006-04-28","216.56"
"2006-05-02","218.55"
"2006-05-04","218.57"
"2006-05-05","220.59"
"2006-05-08","222.76"
"2006-05-09","222.59"
"2006-05-10","221.26"
"2006-05-11","223.1"
"2006-05-12","223.46"
"2006-05-15","217.66"
"2006-05-16","215.14"
"2006-05-17","218.32"
"2006-05-18","212.79"
"2006-05-19","212.76"
"2006-05-22","208.46"
"2006-05-23","193.74"
"2006-05-24","201.94"
"2006-05-25","196.33"
"2006-05-26","202.49"
"2006-05-29","204.36"
"2006-05-30","199.49"
"2006-05-31","200.05"
"2006-06-01","200.01"
"2006-06-02","205.45"
"2006-06-05","207.45"
"2006-06-06","204.52"
"2006-06-07","202.08"
"2006-06-08","197.93"
"2006-06-09","197.99"
"2006-06-12","189.75"
"2006-06-13","182.03"
"2006-06-14","180.62"
"2006-06-16","188.73"
"2006-06-19","186.79"
"2006-06-20","189.65"
"2006-06-21","190.41"
"2006-06-22","192.01"
"2006-06-23","188.59"
"2006-06-26","191.25"
"2006-06-27","195.77"
"2006-06-28","199.69"
"2006-06-29","202.53"
"2006-06-30","206.21"
"2006-07-03","205.17"
"2006-07-04","207.09"
"2006-07-05","207.05"
"2006-07-06","207.32"
"2006-07-07","214.65"
"2006-07-10","217.72"
"2006-07-11","217.19"
"2006-07-12","219.38"
"2006-07-13","217.19"
"2006-07-14","212.9"
"2006-07-17","210.55"
"2006-07-18","211.7"
"2006-07-19","212.83"
"2006-07-20","218.25"
"2006-07-21","218.85"
"2006-07-24","219.76"
"2006-07-25","222.85"
"2006-07-26","221.33"
"2006-07-27","226.44"
"2006-07-28","229.51"
"2006-07-31","230.42"
"2006-08-01","229.81"
"2006-08-02","225.68"
"2006-08-03","221.28"
"2006-08-04","221.06"
"2006-08-07","218.48"
"2006-08-08","220.88"
"2006-08-09","221.15"
"2006-08-10","222.22"
"2006-08-11","221.83"
"2006-08-14","217.02"
"2006-08-16","219.49"
"2006-08-17","219.87"
"2006-08-18","217.44"
"2006-08-21","218.68"
"2006-08-22","220.86"
"2006-08-23","220.89"
"2006-08-24","219.43"
